2026-04-23 19:12:45,191 | INFO    | bot.cli | configure_logging:121 | ================================================================================
2026-04-23 19:12:45,192 | INFO    | bot.cli | configure_logging:122 | BOT SESSION STARTED | 2026-04-23 16:12:45 UTC
2026-04-23 19:12:45,193 | INFO    | bot.cli | configure_logging:123 | LOG FILE | data\bot\logs\bot_20260423_161245_144936.log
2026-04-23 19:12:45,193 | INFO    | bot.cli | configure_logging:124 | DEBUG MODE | False
2026-04-23 19:12:45,194 | INFO    | bot.cli | configure_logging:125 | ASYNCIO DEBUG | False
2026-04-23 19:12:45,194 | INFO    | bot.cli | configure_logging:126 | ================================================================================
2026-04-23 19:12:45,195 | INFO    | bot.cli | _run_doctor_check:49 | DOCTOR OK | {"pid_lock": "data\\bot\\bot.pid", "logs_dir": "data\\bot\\logs", "telemetry_dir": "data\\bot\\telemetry", "db_path": "data\\bot\\bot.db", "config_filters": {"min_atr_pct": 0.5, "min_score": 0.66, "freshness_15m_minutes": 16, "freshness_1h_hours": 2}, "ws": {"base_url": "wss://fstream.binance.com", "public_base_url": "wss://fstream.binance.com/public", "market_base_url": "wss://fstream.binance.com/market", "subscribe_book_ticker": true}, "setups_enabled": {"structure_pullback": true, "structure_break_retest": true, "wick_trap_reversal": true, "squeeze_setup": true, "ema_bounce": true, "order_block": true, "breaker_block": true, "fvg_setup": true, "bos_choch": true, "liquidity_sweep": true, "turtle_soup": true, "cvd_divergence": true, "hidden_divergence": true, "funding_reversal": true, "session_killzone": true}}
2026-04-23 19:12:45,223 | INFO    | bot.ws_manager | set_event_bus:300 | EventBus attached to ws_manager
2026-04-23 19:12:45,223 | INFO    | bot.application.bot | __init__:91 | ws_manager initialized | pinned_symbols=4
2026-04-23 19:12:47,043 | INFO    | bot.application.bot | __init__:108 | MemoryRepository initialized | db=data\bot\bot.db
2026-04-23 19:12:47,191 | INFO    | bot.metrics | __init__:194 | metrics collector initialized on port 9090
2026-04-23 19:12:47,241 | INFO    | bot.metrics | start_server:203 | metrics server started on port 9090
2026-04-23 19:12:49,163 | INFO    | bot.dashboard | start_server:266 | dashboard server started on port 8080
2026-04-23 19:12:49,165 | INFO    | bot.core.engine.registry | register:51 | Registered strategy: structure_pullback (enabled=True)
2026-04-23 19:12:49,165 | INFO    | bot.application.bot | _register_strategies:207 | registered strategy structure_pullback (enabled=True)
2026-04-23 19:12:49,166 | INFO    | bot.core.engine.registry | register:51 | Registered strategy: structure_break_retest (enabled=True)
2026-04-23 19:12:49,166 | INFO    | bot.application.bot | _register_strategies:207 | registered strategy structure_break_retest (enabled=True)
2026-04-23 19:12:49,166 | INFO    | bot.core.engine.registry | register:51 | Registered strategy: wick_trap_reversal (enabled=True)
2026-04-23 19:12:49,167 | INFO    | bot.application.bot | _register_strategies:207 | registered strategy wick_trap_reversal (enabled=True)
2026-04-23 19:12:49,167 | INFO    | bot.core.engine.registry | register:51 | Registered strategy: squeeze_setup (enabled=True)
2026-04-23 19:12:49,167 | INFO    | bot.application.bot | _register_strategies:207 | registered strategy squeeze_setup (enabled=True)
2026-04-23 19:12:49,168 | INFO    | bot.core.engine.registry | register:51 | Registered strategy: ema_bounce (enabled=True)
